"Sample ID","Grab ID","Profile ID","Sample Number","Collect DateTime","Depth (m)","Site Type","Area","Locator","Site","Parameter","Value","Units","QualityId","Lab Qualifier","MDL","RDL","Text Value","Sample Info","Steward Note","Replicates","Replicate Of","Method","Date Analyzed","Data Source"
"227157","227157","88525","L83260-6","02/13/2024 01:13:00 PM","5.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Transmissivity","70.2","% light","1",,"0.01","0.02",,,,,,"CTD","02/13/2024","KCEL"
"231103","231103","89417","L85267-7","01/15/2025 10:17:00 AM","10.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","3.63","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","01/17/2025","KCEL"
"227133","227133","88527","L83498-13","04/10/2024 02:42:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.124","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","04/11/2024","KCEL"
"219264","219264","86975","L82110-6","08/29/2023 10:29:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","28.8","PSS","1",,,,,,,,,"CTD","08/29/2023","KCEL"
"216052","216052","86258","L81609-1","05/25/2023 09:06:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0211","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","06/07/2023","KCEL"
"229411","229411","88978","L84312-5","08/14/2024 09:50:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Intensity (PAR)","221","umol/sm2","1",,,,,,,,,"CTD","08/14/2024","KCEL"
"216054","216054","86267","L81609-12","05/25/2023 12:26:00 PM","2.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Transmissivity","62","% light","1",,"0.01","0.02",,,,,,"CTD","05/25/2023","KCEL"
"216067","216067","86257","L81232-13","05/10/2023 12:09:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","77.4","% light","1",,"0.01","0.02",,,,,,"CTD","05/10/2023","KCEL"
"227175","227175","88510","L83649-9","05/15/2024 01:35:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Ammonia Nitrogen","0.0303","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","05/16/2024","KCEL"
"215032","215032","85988","L81318-2","04/26/2023 10:03:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","25.9","PSS","1",,,,,,,,,"CTD","04/26/2023","KCEL"
"219263","219263","86962","L82763-7","11/07/2023 08:28:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","5","mg/L","1",,"0.5","1",,,,,,"CTD","11/07/2023","KCEL"
"208853","208853","84593","L79585-1","07/13/2022 10:41:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","1110","umol/sm2","1",,,,,,,,,"CTD","07/13/2022","KCEL"
"207148","207148","84183","L79202-1","06/01/2022 12:25:00 PM","0.98","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","3.4","ug/L","1",,"0.06","0.12",,,,,,"CTD","06/01/2022","KCEL"
"229390","229390","88983","L84312-3","08/14/2024 08:28:00 AM","186.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1024.09","kg/m3","1",,,,,,,,,"CTD","08/14/2024","KCEL"
"219280","219280","86999","L81944-8","07/26/2023 12:50:00 PM","0.97","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0184","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","08/04/2023","KCEL"
"208855","208855","84595","L79585-11","07/13/2022 12:21:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Pheophytin a","1.19","ug/L","1",,"0.2","0.4",,,,,,"EPA445.0","08/02/2022","KCEL"
"215015","215015","85995","L81078-7","03/15/2023 09:52:00 AM","9.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","3.4","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","03/17/2023","KCEL"
"227137","227137","88505","L83498-2","04/10/2024 09:03:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll a","15","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","04/17/2024","KCEL"
"219325","219325","86983","L81937-8","07/12/2023 12:22:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","2.14","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","07/14/2023","KCEL"
"232003","232003","89658","L85602-14","03/12/2025 11:58:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.301","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","03/18/2025","KCEL"
"219347","219347","86973","L82528-8","10/11/2023 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll a","27.3","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","10/30/2023","KCEL"
"209584","209584","84746","L79610-8","07/27/2022 12:29:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","24.5","PSS","1",,,,,,,,,"CTD","07/27/2022","KCEL"
"226889","226889","88469","L83104-1","01/23/2024 11:12:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","9.1","mg/L","1",,"0.5","1",,,,,,"CTD","01/23/2024","KCEL"
"219287","219287","86958","L82763-11","11/07/2023 12:16:00 PM","0.96","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll, Field","2","ug/L","1",,"0.06","0.12",,,,,,"CTD","11/07/2023","KCEL"
"212486","212486","85101","L79955-10","08/24/2022 12:19:00 PM","23.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.45","mg/L","1",,"0.05","0.1",,,,,,"SM4500-N-C S","08/25/2022","KCEL"
"212556","212556","85489","L80539-5","12/14/2022 03:17:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","3","m","1",,,,,,,,,"NONE","12/14/2022","KCEL"
"205459","205459","83874","L78829-8","03/30/2022 10:31:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","16.7","ug/L","1",,"0.06","0.12",,,,,,"CTD","03/30/2022","KCEL"
"219233","219233","86997","L81718-14","06/27/2023 12:38:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.329","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","06/30/2023","KCEL"
"227163","227163","88503","L84130-11","07/10/2024 11:11:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Pheophytin a","0.34","ug/L","1","<RDL","0.1","0.4",,,,,,"EPA445.0","07/25/2024","KCEL"
"212478","212478","85096","L79796-14","08/11/2022 09:39:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","3.5","mg/L","1",,"0.05","0.1",,,,,,"WHITLEDGE 1981","08/17/2022","KCEL"
"227162","227162","88523","L83260-13","02/13/2024 09:32:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Orthophosphate Phosphorus","0.0551","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","02/14/2024","KCEL"
"219236","219236","86993","L81718-5","06/27/2023 10:17:00 AM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","0.768","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","06/29/2023","KCEL"
"216043","216043","86270","L81632-1","06/14/2023 08:55:00 AM","0.92","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0258","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","06/16/2023","KCEL"
"230726","230726","89300","L85195-3","12/09/2024 08:27:00 AM","187.60","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0.1","umol/sm2","1",,,,,,,,,"CTD","12/09/2024","KCEL"
"207141","207141","84181","L79202-9","06/01/2022 10:04:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","1.9","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","06/02/2022","KCEL"
"232009","232009","89652","L85602-2","03/12/2025 08:56:00 AM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","3.78","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","03/14/2025","KCEL"
"227105","227105","88512","L83916-12","06/12/2024 01:17:00 PM","3.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Pheophytin a","1.4","ug/L","1","<RDL","0.49","1.97",,,,,,"EPA445.0","06/20/2024","KCEL"
"212550","212550","85485","L80539-13","12/14/2022 12:37:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.306","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","12/15/2022","KCEL"
"226889","226889","88469","L83104-1","01/23/2024 11:12:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.471","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","01/31/2024","KCEL"
"230722","230722","89296","L85195-13","12/09/2024 01:15:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Temperature","8.92","deg C","1",,,,,,,,,"CTD","12/09/2024","KCEL"
"206042","205994","83871","L78800-8","03/15/2022 12:07:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","20.4","umol/sm2","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"219246","219246","86956","L82763-10","11/07/2023 11:38:00 AM","26.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","0.5","umol/sm2","1",,,,,,,,,"CTD","11/07/2023","KCEL"
"219280","219280","86999","L81944-8","07/26/2023 12:50:00 PM","0.97","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","3","m","1",,,,,,,,,"NONE","07/26/2023","KCEL"
"212541","212541","85102","L80455-3","11/08/2022 09:08:00 AM","184.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity","30.8","PSS","1",,"2","3",,,,,,"SM2520-B","11/23/2022","KCEL"
"227124","227124","88525","L83260-5","02/13/2024 01:14:00 PM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","3.97","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","02/14/2024","KCEL"
"215022","215022","85988","L81318-1","04/26/2023 10:04:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","1.26","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","04/27/2023","KCEL"
"229406","229406","88987","L84824-5","10/16/2024 09:31:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","12.7","deg C","1",,,,,,,,,"CTD","10/16/2024","KCEL"
"207650","207650","84272","L79041-14","04/27/2022 12:41:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Salinity, Field","24.5","PSS","1",,,,,,,,,"CTD","04/27/2022","KCEL"
"207136","207136","84174","L79081-12","05/11/2022 12:21:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1020.27","kg/m3","1",,,,,,,,,"CTD","05/11/2022","KCEL"
"227113","227113","88511","L83916-14","06/12/2024 01:05:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Density","1021.62","kg/m3","1",,,,,,,,,"CTD","06/12/2024","KCEL"
"206778","206778","84174","L79081-11","05/11/2022 12:22:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Silica","2.44","mg/L","1",,"0.05","0.1",,,,,,"WHITLEDGE 1981","05/13/2022","KCEL"
"207142","207142","84182","L79202-13","06/01/2022 10:37:00 AM","0.99","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","42.3","% light","1",,"0.01","0.02",,,,,,"CTD","06/01/2022","KCEL"
"219268","219268","86972","L82281-7","09/13/2023 10:02:00 AM","7.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1022.68","kg/m3","1",,,,,,,,,"CTD","09/13/2023","KCEL"
"205455","205455","83878","L78800-4","03/15/2022 10:10:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","761","umol/sm2","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"229398","229398","88988","L84533-2","09/18/2024 10:59:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","75","% light","1",,"0.01","0.02",,,,,,"CTD","09/18/2024","KCEL"
"219369","219369","86992","L82637-5","10/25/2023 09:15:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","7.8","mg/L","1",,"0.5","1",,,,,,"CTD","10/25/2023","KCEL"
"227171","227171","88500","L84130-5","07/10/2024 03:32:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Transmissivity","73.2","% light","1",,"0.01","0.02",,,,,,"CTD","07/10/2024","KCEL"
"212533","212533","85089","L80360-6","10/26/2022 10:08:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Intensity (PAR)","24.2","umol/sm2","1",,,,,,,,,"CTD","10/26/2022","KCEL"
"207136","207136","84174","L79081-12","05/11/2022 12:21:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Dissolved Oxygen, Field","8.4","mg/L","1",,"0.5","1",,,,,,"CTD","05/11/2022","KCEL"
"206005","206005","83847","L78800-12","03/15/2022 12:21:00 PM","6.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll a","37","ug/L","1",,"0.05","0.1",,,,,,"EPA 445.0","03/24/2022","KCEL"
"219361","219361","86992","L82637-6","10/25/2023 09:14:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","7.8","mg/L","1",,"0.5","1",,,,,,"CTD","10/25/2023","KCEL"
"219248","219248","86990","L82637-11","10/25/2023 12:22:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","222","umol/sm2","1",,,,,,,,,"CTD","10/25/2023","KCEL"
"230619","230619","89282","L84950-5","11/14/2024 09:27:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","0.3","m","1",,,,,,,,,"NONE","11/14/2024","KCEL"
"229411","229411","88978","L84312-5","08/14/2024 09:50:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","1.74","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","08/15/2024","KCEL"
"215053","215053","85999","L81078-3","03/15/2023 09:10:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30.2","PSS","1",,,,,,,,,"CTD","03/15/2023","KCEL"
"219324","219324","86984","L82037-12","08/16/2023 12:14:00 PM","1.50","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Silica","1.33","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","08/18/2023","KCEL"
"227124","227124","88525","L83260-5","02/13/2024 01:14:00 PM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","9.05","deg C","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"212542","212541","85102","L80455-4","11/08/2022 09:08:00 AM","184.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.387","mg/L","1",,"0.05","0.1",,,,,,"SM4500-N-C S","11/09/2022","KCEL"
"215050","215050","85999","L81078-1","03/15/2023 09:20:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.0504","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","03/16/2023","KCEL"
"207146","207146","84185","L79202-6","06/01/2022 02:29:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","16.2","ug/L","1",,"0.06","0.12",,,,,,"CTD","06/01/2022","KCEL"
"207644","207644","84273","L79041-12","04/27/2022 12:27:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1018.16","kg/m3","1",,,,,,,,,"CTD","04/27/2022","KCEL"
"207147","207147","84185","L79202-7","06/01/2022 02:28:00 PM","7.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1021.61","kg/m3","1",,,,,,,,,"CTD","06/01/2022","KCEL"
"221275","221272","87420","L82802-4","12/20/2023 11:02:00 AM","193.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen","5.13","mg/L","3","H","0.1","0.5",,,,,,"SM4500-O-C","12/21/2023","KCEL"
"227178","227178","88507","L83260-9","02/13/2024 10:10:00 AM","5.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","22","PSS","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"230725","230725","89300","L85195-2","12/09/2024 08:36:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","12/11/2024","KCEL"
"219290","219290","86964","L81944-4","07/26/2023 09:38:00 AM","185.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30.4","PSS","1",,,,,,,,,"CTD","07/26/2023","KCEL"
"212465","212465","84745","L79610-14","07/27/2022 01:00:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Ammonia Nitrogen","0.0383","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","07/28/2022","KCEL"
"206779","206779","84168","L79081-8","05/11/2022 12:09:00 PM","0.98","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Density","1018.32","kg/m3","1",,,,,,,,,"CTD","05/11/2022","KCEL"
"211210","211210","85074","L80455-8","11/08/2022 12:20:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","383","umol/sm2","1",,,,,,,,,"CTD","11/08/2022","KCEL"
"227148","227148","88513","L83649-2","05/15/2024 03:46:00 PM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","1.81","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","05/16/2024","KCEL"
"219357","219357","86972","L82281-6","09/13/2023 10:03:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll a","8.02","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","09/25/2023","KCEL"
"212495","212495","85101","L79955-9","08/24/2022 12:20:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Surface Light Intensity (PAR)","2390","umol/sm2","1",,,,,,,,,"CTD","08/24/2022","KCEL"
"212471","212471","84744","L79610-2","07/27/2022 10:56:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","8.2","mg/L","1",,"0.5","1",,,,,,"CTD","07/27/2022","KCEL"
"215062","215062","85994","L81134-15","03/29/2023 02:15:00 PM","12.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Orthophosphate Phosphorus","0.0775","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/30/2023","KCEL"
"211208","211208","85086","L80320-5","10/12/2022 10:09:00 AM","0.98","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","1.7","ug/L","1",,"0.06","0.12",,,,,,"CTD","10/12/2022","KCEL"
"212528","212528","85100","L80360-14","10/26/2022 01:21:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Dissolved Oxygen, Field","7.3","mg/L","1",,"0.5","1",,,,,,"CTD","10/26/2022","KCEL"
"227096","227096","88506","L83498-11","04/10/2024 02:52:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Salinity, Field","25","PSS","1",,,,,,,,,"CTD","04/10/2024","KCEL"
"212548","212548","85488","L80539-11","12/14/2022 12:23:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll, Field","0.68","ug/L","1",,"0.06","0.12",,,,,,"CTD","12/14/2022","KCEL"
"215067","215067","85992","L81134-11","03/29/2023 02:03:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Orthophosphate Phosphorus","0.0134","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/30/2023","KCEL"
"205993","205993","83871","L78800-10","03/15/2022 12:03:00 PM","25.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","28.9","PSS","1",,,,,,,,,"CTD","03/15/2022","KCEL"
"232000","232000","89650","L85602-8","03/12/2025 11:44:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Surface Light Intensity (PAR)","910","umol/sm2","1",,,,,,,,,"CTD","03/12/2025","KCEL"
"227120","227120","88511","L83916-15","06/12/2024 01:04:00 PM","12.60","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.318","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","06/13/2024","KCEL"
"227118","227118","88524","L84130-1","07/10/2024 02:58:00 PM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.11","mg/L","1","<RDL","0.05","0.2",,,,,,"SM4500-N-C S","08/06/2024","KCEL"
